Code géographique,Libellé géographique,Nombre de ménages fiscaux,Nombre de personnes dans les ménages fiscaux,Médiane du niveau vie (€),Part des ménages fiscaux imposés (%),Taux de pauvreté-Ensemble (%),Taux de pauvreté-moins de 30 ans (%),Taux de pauvreté-30 à 39 ans  (%),Taux de pauvreté-40 à 49 ans (%),Taux de pauvreté-50 à 59 ans (%),Taux de pauvreté-60 à 74 ans (%),Taux de pauvreté-75 ans ou plus (%),Taux de pauvreté-propriétaires (%),Taux de pauvreté-locataires (%),Part des revenus d'activité (%),dont part des salaires et traitements (%),dont part des indemnités de chômage (%),dont part des revenus des activités non salariées (%),"Part des pensions, retraites et rentes (%)",Part des revenus du patrimoine et autres revenus (%),Part de l'ensemble des prestations sociales (%),dont part des prestations familiales (%),dont part des minima sociaux (%),dont part des prestations logement (%),Part des impôts (%),1er décile du niveau de vie (€),9e décile du niveau de vie (€),Rapport interdécile 9e décile/1er décile
CODGEO,LIBGEO,NBMENFISC16,NBPERSMENFISC16,MED16,PIMP16,TP6016,TP60AGE116,TP60AGE216,TP60AGE316,TP60AGE416,TP60AGE516,TP60AGE616,TP60TOL116,TP60TOL216,PACT16,PTSA16,PCHO16,PBEN16,PPEN16,PPAT16,PPSOC16,PPFAM16,PPMINI16,PPLOGT16,PIMPOT16,D116,D916,RD16
42320,Valfleury,244,683,19971,,,,,,,,,,,,,,,,,,,,,,,,
42321,La Valla-sur-Rochefort,,,,,,,,,,,,,,,,,,,,,,,,,,,
42322,La Valla-en-Gier,406,1050,21158,,,,,,,,,,,,,,,,,,,,,,,,
42323,Veauche,3805,9202,22497,57,5,,,,,,,5,15,70.3,63.9,2.2,4.2,32.1,9.9,3.4,1.9,0.8,0.7,-15.7,14573,35768,2.5
42324,Veauchette,406,1178,21931,,,,,,,,,,,,,,,,,,,,,,,,
42325,Vendranges,129,356,21115,,,,,,,,,,,,,,,,,,,,,,,,
42326,Véranne,365,884,22496,,,,,,,,,,,,,,,,,,,,,,,,
42327,Vérin,280,665,23260,,,,,,,,,,,,,,,,,,,,,,,,
42328,Verrières-en-Forez,287,689,20560,,,,,,,,,,,,,,,,,,,,,,,,
42329,La Versanne,167,375,21200,,,,,,,,,,,,,,,,,,,,,,,,
42330,Villars,3452,8070,21753,56,7,,,12,,,,,19,71.6,65.1,2.6,4.0,31.9,8.7,4.1,2.0,1.1,1.0,-16.3,13565,35475,2.6
42331,Villemontais,426,1050,20354,,,,,,,,,,,,,,,,,,,,,,,,
42332,Villerest,1957,4966,22382,58,8,,,,,,,6,,67.5,59.6,2.7,5.2,33.6,13.0,3.5,1.9,0.9,0.7,-17.6,13385,37441,2.8
42333,Villers,228,599,20222,,,,,,,,,,,,,,,,,,,,,,,,
42334,Violay,523,1181,20158,,,,,,,,,,,,,,,,,,,,,,,,
42335,Viricelles,167,441,21209,,,,,,,,,,,,,,,,,,,,,,,,
42336,Virigneux,234,672,19199,,,,,,,,,,,,,,,,,,,,,,,,
42337,Vivans,97,228,19075,,,,,,,,,,,,,,,,,,,,,,,,
42338,Vougy,640,1490,21646,,,,,,,,,,,,,,,,,,,,,,,,
42339,Chausseterre,101,230,17895,,,,,,,,,,,,,,,,,,,,,,,,
43001,Agnat,93,184,17512,,,,,,,,,,,,,,,,,,,,,,,,
43002,Aiguilhe,716,1489,24256,,,,,,,,,,,,,,,,,,,,,,,,
43003,Allègre,396,798,18975,,,,,,,,,,,,,,,,,,,,,,,,
43004,Alleyrac,55,128,15243,,,,,,,,,,,,,,,,,,,,,,,,
43005,Alleyras,83,158,17895,,,,,,,,,,,,,,,,,,,,,,,,
43006,Ally,64,133,18822,,,,,,,,,,,,,,,,,,,,,,,,
43007,Araules,258,608,18484,,,,,,,,,,,,,,,,,,,,,,,,
43008,Arlempdes,66,131,17808,,,,,,,,,,,,,,,,,,,,,,,,
43009,Arlet,,,,,,,,,,,,,,,,,,,,,,,,,,,
43010,Arsac-en-Velay,473,1239,21367,,,,,,,,,,,,,,,,,,,,,,,,
43011,Aubazat,86,187,16307,,,,,,,,,,,,,,,,,,,,,,,,
43012,Aurec-sur-Loire,2533,5971,20819,46,11,,,13,,,,7,23,68.7,60.4,3.3,5.0,31.0,9.1,5.3,2.6,1.4,1.3,-14.1,12192,33653,2.8
43013,Vissac-Auteyrac,159,340,20656,,,,,,,,,,,,,,,,,,,,,,,,
43014,Autrac,,,,,,,,,,,,,,,,,,,,,,,,,,,
43015,Auvers,,,,,,,,,,,,,,,,,,,,,,,,,,,
43016,Auzon,446,897,19286,,,,,,,,,,,,,,,,,,,,,,,,
43017,Azérat,130,286,20171,,,,,,,,,,,,,,,,,,,,,,,,
43018,Bains,560,1320,19160,,,,,,,,,,,,,,,,,,,,,,,,
43019,Barges,,,,,,,,,,,,,,,,,,,,,,,,,,,
43020,Bas-en-Basset,1915,4497,21129,47,8,,,,,,,6,,68.7,60.5,2.9,5.3,30.4,9.8,4.7,2.4,1.4,0.9,-13.6,13081,32443,2.5
43021,Beaulieu,424,967,19631,,,,,,,,,,,,,,,,,,,,,,,,
43022,Beaumont,122,294,20216,,,,,,,,,,,,,,,,,,,,,,,,
43023,Beaune-sur-Arzon,97,226,17150,,,,,,,,,,,,,,,,,,,,,,,,
43024,Beaux,334,766,19266,,,,,,,,,,,,,,,,,,,,,,,,
43025,Beauzac,1220,2976,20598,45,8,,,,,,,,,68.2,60.6,3.0,4.6,31.0,8.8,4.9,3.0,1.0,0.9,-12.9,13210,31181,2.4
43026,Bellevue-la-Montagne,201,433,18303,,,,,,,,,,,,,,,,,,,,,,,,
43027,Berbezit,,,,,,,,,,,,,,,,,,,,,,,,,,,
43028,Bessamorel,173,470,20861,,,,,,,,,,,,,,,,,,,,,,,,
43029,La Besseyre-Saint-Mary,53,103,16137,,,,,,,,,,,,,,,,,,,,,,,,
43030,Blanzac,146,384,19366,,,,,,,,,,,,,,,,,,,,,,,,
43031,Blassac,62,138,16454,,,,,,,,,,,,,,,,,,,,,,,,
43032,Blavozy,674,1663,22099,,,,,,,,,,,,,,,,,,,,,,,,
43033,Blesle,297,582,18341,,,,,,,,,,,,,,,,,,,,,,,,
43034,Boisset,138,321,16473,,,,,,,,,,,,,,,,,,,,,,,,
43035,Bonneval,,,,,,,,,,,,,,,,,,,,,,,,,,,
43036,Borne,159,400,20214,,,,,,,,,,,,,,,,,,,,,,,,
43037,Le Bouchet-Saint-Nicolas,115,274,16831,,,,,,,,,,,,,,,,,,,,,,,,
43038,Bournoncle-Saint-Pierre,461,969,19703,,,,,,,,,,,,,,,,,,,,,,,,
43039,Le Brignon,256,589,17423,,,,,,,,,,,,,,,,,,,,,,,,
43040,Brioude,3307,6483,18339,39,18,,27,21,17,,,8,30,55.8,47.0,3.3,5.5,38.9,11.7,7.7,2.0,3.4,2.4,-14.1,10215,32270,3.2
43041,Brives-Charensac,2074,4024,18887,44,16,,,26,,,,,27,60.0,51.8,2.9,5.3,36.8,10.8,7.3,2.0,3.0,2.3,-14.9,11186,33435,3.0
43042,Cayres,276,657,18806,,,,,,,,,,,,,,,,,,,,,,,,
43043,Céaux-d'Allègre,221,474,18050,,,,,,,,,,,,,,,,,,,,,,,,
43044,Cerzat,90,195,17952,,,,,,,,,,,,,,,,,,,,,,,,
43045,Ceyssac,181,439,20457,,,,,,,,,,,,,,,,,,,,,,,,
43046,Chadrac,1186,2567,21277,51,11,,,,,,,,27,60.2,51.6,2.2,6.4,39.7,10.7,5.1,1.7,2.2,1.3,-15.7,12137,37752,3.1
43047,Chadron,123,295,19925,,,,,,,,,,,,,,,,,,,,,,,,
43048,La Chaise-Dieu,285,575,18656,,,,,,,,,,,,,,,,,,,,,,,,
43049,Chamalières-sur-Loire,230,493,18196,,,,,,,,,,,,,,,,,,,,,,,,
43050,Chambezon,42,102,15903,,,,,,,,,,,,,,,,,,,,,,,,
43051,Le Chambon-sur-Lignon,1178,2309,19521,43,15,,,,,,,,,52.7,41.3,3.3,8.0,46.1,10.8,4.6,1.3,2.0,1.3,-14.2,11177,34149,3.1
43052,Champagnac-le-Vieux,115,212,17705,,,,,,,,,,,,,,,,,,,,,,,,
43053,Champclause,85,196,16048,,,,,,,,,,,,,,,,,,,,,,,,
43054,Chanaleilles,96,196,15785,,,,,,,,,,,,,,,,,,,,,,,,
43055,Chaniat,74,158,20427,,,,,,,,,,,,,,,,,,,,,,,,
43056,Chanteuges,206,436,19261,,,,,,,,,,,,,,,,,,,,,,,,
43057,La Chapelle-Bertin,,,,,,,,,,,,,,,,,,,,,,,,,,,
43058,La Chapelle-d'Aurec,355,1013,22872,,,,,,,,,,,,,,,,,,,,,,,,
43059,La Chapelle-Geneste,63,107,16830,,,,,,,,,,,,,,,,,,,,,,,,
43060,Charraix,,,,,,,,,,,,,,,,,,,,,,,,,,,
43061,Chaspinhac,319,856,22679,,,,,,,,,,,,,,,,,,,,,,,,
43062,Chaspuzac,299,793,20364,,,,,,,,,,,,,,,,,,,,,,,,
43063,Chassagnes,72,163,18549,,,,,,,,,,,,,,,,,,,,,,,,
43064,Chassignolles,,,,,,,,,,,,,,,,,,,,,,,,,,,
43065,Chastel,69,134,13987,,,,,,,,,,,,,,,,,,,,,,,,
43066,Chaudeyrolles,,,,,,,,,,,,,,,,,,,,,,,,,,,
43067,Chavaniac-Lafayette,136,275,19852,,,,,,,,,,,,,,,,,,,,,,,,
43068,Chazelles,,,,,,,,,,,,,,,,,,,,,,,,,,,
43069,Chenereilles,131,326,17602,,,,,,,,,,,,,,,,,,,,,,,,
43070,Chilhac,96,188,18830,,,,,,,,,,,,,,,,,,,,,,,,
43071,Chomelix,218,441,19088,,,,,,,,,,,,,,,,,,,,,,,,
43072,La Chomette,72,145,16611,,,,,,,,,,,,,,,,,,,,,,,,
43073,Cistrières,71,143,17774,,,,,,,,,,,,,,,,,,,,,,,,
43074,Cohade,363,883,19714,,,,,,,,,,,,,,,,,,,,,,,,
43075,Collat,,,,,,,,,,,,,,,,,,,,,,,,,,,
43076,Connangles,74,132,17657,,,,,,,,,,,,,,,,,,,,,,,,
43077,Costaros,246,543,18607,,,,,,,,,,,,,,,,,,,,,,,,
43078,Coubon,1316,3184,22336,56,7,,,,,,,,,66.2,58.2,2.1,5.9,33.7,13.5,3.7,1.9,1.0,0.7,-17.1,13758,35675,2.6
43079,Couteuges,106,254,20720,,,,,,,,,,,,,,,,,,,,,,,,
43080,Craponne-sur-Arzon,911,1785,18603,,,,,,,,,,,,,,,,,,,,,,,,
43082,Cronce,,,,,,,,,,,,,,,,,,,,,,,,,,,
43083,Cubelles,58,138,15961,,,,,,,,,,,,,,,,,,,,,,,,
43084,Cussac-sur-Loire,687,1753,21062,,,,,,,,,,,,,,,,,,,,,,,,
43085,Desges,,,,,,,,,,,,,,,,,,,,,,,,,,,
43086,Domeyrat,82,179,19732,,,,,,,,,,,,,,,,,,,,,,,,
43087,Dunières,1183,2724,19926,41,10,,,,,,,,,64.6,57.0,2.4,5.2,32.7,10.5,5.7,2.6,1.8,1.3,-13.5,12515,31708,2.5
43088,Espalem,123,301,18366,,,,,,,,,,,,,,,,,,,,,,,,
43089,Espaly-Saint-Marcel,1601,3527,20682,48,12,,,,,,,,25,66.1,54.3,2.7,9.1,32.0,12.7,5.9,2.0,2.3,1.5,-16.7,11625,34626,3.0
43090,Esplantas-Vazeilles,64,130,17193,,,,,,,,,,,,,,,,,,,,,,,,
43091,Les Estables,149,338,17966,,,,,,,,,,,,,,,,,,,,,,,,
43092,Fay-sur-Lignon,157,329,17202,,,,,,,,,,,,,,,,,,,,,,,,
43093,Félines,127,281,17498,,,,,,,,,,,,,,,,,,,,,,,,
43094,Ferrussac,,,,,,,,,,,,,,,,,,,,,,,,,,,
43095,Fix-Saint-Geneys,64,129,17907,,,,,,,,,,,,,,,,,,,,,,,,
43096,Fontannes,379,870,19812,,,,,,,,,,,,,,,,,,,,,,,,
43097,Freycenet-la-Cuche,53,109,15544,,,,,,,,,,,,,,,,,,,,,,,,
43098,Freycenet-la-Tour,58,101,17642,,,,,,,,,,,,,,,,,,,,,,,,
43099,Frugerès-les-Mines,269,558,19599,,,,,,,,,,,,,,,,,,,,,,,,
43100,Frugières-le-Pin,70,164,17080,,,,,,,,,,,,,,,,,,,,,,,,
43101,Goudet,,,,,,,,,,,,,,,,,,,,,,,,,,,
43102,Grazac,444,1111,18707,,,,,,,,,,,,,,,,,,,,,,,,
43103,Grenier-Montgon,61,114,16339,,,,,,,,,,,,,,,,,,,,,,,,
43104,Grèzes,97,208,15034,,,,,,,,,,,,,,,,,,,,,,,,
43105,Javaugues,81,188,20499,,,,,,,,,,,,,,,,,,,,,,,,
43106,Jax,63,146,17100,,,,,,,,,,,,,,,,,,,,,,,,
43107,Josat,,,,,,,,,,,,,,,,,,,,,,,,,,,
43108,Jullianges,187,426,18833,,,,,,,,,,,,,,,,,,,,,,,,
43109,Lafarre,,,,,,,,,,,,,,,,,,,,,,,,,,,
43110,Lamothe,352,826,20431,,,,,,,,,,,,,,,,,,,,,,,,
43111,Landos,409,833,18202,,,,,,,,,,,,,,,,,,,,,,,,
43112,Langeac,1770,3383,18945,39,14,,,,,,,9,24,51.3,42.2,2.6,6.6,44.2,11.2,7.0,1.5,3.6,1.9,-13.7,11558,32189,2.8
43113,Lantriac,766,1918,20277,,,,,,,,,,,,,,,,,,,,,,,,
43114,Lapte,720,1745,19505,,,,,,,,,,,,,,,,,,,,,,,,
43115,Laussonne,424,949,19643,,,,,,,,,,,,,,,,,,,,,,,,
43116,Laval-sur-Doulon,,,,,,,,,,,,,,,,,,,,,,,,,,,
43117,Lavaudieu,112,246,20921,,,,,,,,,,,,,,,,,,,,,,,,
43118,Lavoûte-Chilhac,142,259,17981,,,,,,,,,,,,,,,,,,,,,,,,
43119,Lavoûte-sur-Loire,376,837,18816,,,,,,,,,,,,,,,,,,,,,,,,
43120,Lempdes-sur-Allagnon,641,1344,19164,,,,,,,,,,,,,,,,,,,,,,,,
43121,Léotoing,111,236,18516,,,,,,,,,,,,,,,,,,,,,,,,
43122,Lissac,123,280,18560,,,,,,,,,,,,,,,,,,,,,,,,
43123,Lorlanges,153,383,18686,,,,,,,,,,,,,,,,,,,,,,,,
43124,Loudes,407,901,19243,,,,,,,,,,,,,,,,,,,,,,,,
43125,Lubilhac,,,,,,,,,,,,,,,,,,,,,,,,,,,
43126,Malrevers,286,707,20536,,,,,,,,,,,,,,,,,,,,,,,,
43127,Malvalette,329,852,21812,,,,,,,,,,,,,,,,,,,,,,,,
43128,Malvières,58,118,15157,,,,,,,,,,,,,,,,,,,,,,,,
43129,Le Mas-de-Tence,76,179,18423,,,,,,,,,,,,,,,,,,,,,,,,
43130,Mazet-Saint-Voy,498,1041,19020,,,,,,,,,,,,,,,,,,,,,,,,
43131,Mazerat-Aurouze,99,207,17714,,,,,,,,,,,,,,,,,,,,,,,,
43132,Mazeyrat-d'Allier,662,1565,19906,,,,,,,,,,,,,,,,,,,,,,,,
43133,Mercoeur,61,141,17154,,,,,,,,,,,,,,,,,,,,,,,,
43134,Mézères,74,167,17071,,,,,,,,,,,,,,,,,,,,,,,,
43135,Le Monastier-sur-Gazeille,743,1591,19494,,,,,,,,,,,,,,,,,,,,,,,,
43136,Monistrol-d'Allier,102,196,18601,,,,,,,,,,,,,,,,,,,,,,,,
43137,Monistrol-sur-Loire,3721,9091,21400,50,8,,,9,,,,5,18,75.6,66.6,2.6,6.3,25.5,9.5,5.0,2.3,1.5,1.2,-15.6,13102,34893,2.7
43138,Monlet,180,375,16680,,,,,,,,,,,,,,,,,,,,,,,,
43139,Montclard,,,,,,,,,,,,,,,,,,,,,,,,,,,
43140,Le Monteil,258,682,22038,,,,,,,,,,,,,,,,,,,,,,,,
43141,Montfaucon-en-Velay,532,1144,19258,,,,,,,,,,,,,,,,,,,,,,,,
43142,Montregard,247,588,19010,,,,,,,,,,,,,,,,,,,,,,,,
43143,Montusclat,56,142,18055,,,,,,,,,,,,,,,,,,,,,,,,
43144,Moudeyres,,,,,,,,,,,,,,,,,,,,,,,,,,,
43145,Ouides,,,,,,,,,,,,,,,,,,,,,,,,,,,
43147,Paulhac,273,670,20470,,,,,,,,,,,,,,,,,,,,,,,,
43148,Paulhaguet,396,800,19118,,,,,,,,,,,,,,,,,,,,,,,,
43149,Pébrac,48,106,13807,,,,,,,,,,,,,,,,,,,,,,,,
43150,Le Pertuis,200,479,20212,,,,,,,,,,,,,,,,,,,,,,,,
43151,Pinols,100,192,17578,,,,,,,,,,,,,,,,,,,,,,,,
43152,Polignac,1170,2910,22725,59,7,,,,,,,,,70.4,57.3,2.3,10.8,31.5,12.8,3.4,1.8,0.9,0.7,-18.1,13552,36817,2.7
43153,Pont-Salomon,810,1990,20745,,,,,,,,,,,,,,,,,,,,,,,,
43154,Pradelles,205,410,18887,,,,,,,,,,,,,,,,,,,,,,,,
43155,Prades,,,,,,,,,,,,,,,,,,,,,,,,,,,
43156,Présailles,64,131,17131,,,,,,,,,,,,,,,,,,,,,,,,
43157,Le Puy-en-Velay,9131,17054,18289,42,20,29,26,24,20,12,9,6,32,60.2,50.6,3.2,6.3,34.5,11.5,9.4,2.2,4.3,2.9,-15.6,10087,33436,3.3
43158,Queyrières,144,351,18389,,,,,,,,,,,,,,,,,,,,,,,,
43159,Raucoules,348,933,19709,,,,,,,,,,,,,,,,,,,,,,,,
43160,Rauret,91,184,16755,,,,,,,,,,,,,,,,,,,,,,,,
43162,Retournac,1288,2862,18706,37,15,,,,,,,10,30,56.3,48.2,3.3,4.8,40.0,8.7,7.0,2.7,2.7,1.6,-12.0,11085,29617,2.7
43163,Riotord,497,1105,19135,,,,,,,,,,,,,,,,,,,,,,,,
43164,Roche-en-Régnier,226,475,18249,,,,,,,,,,,,,,,,,,,,,,,,
43165,Rosières,631,1419,19121,,,,,,,,,,,,,,,,,,,,,,,,
43166,Saint-André-de-Chalencon,160,337,18720,,,,,,,,,,,,,,,,,,,,,,,,
43167,Saint-Arcons-d'Allier,84,194,16965,,,,,,,,,,,,,,,,,,,,,,,,
43168,Saint-Arcons-de-Barges,58,108,16392,,,,,,,,,,,,,,,,,,,,,,,,
43169,Saint-Austremoine,,,,,,,,,,,,,,,,,,,,,,,,,,,
43170,Saint-Beauzire,152,375,19279,,,,,,,,,,,,,,,,,,,,,,,,
43171,Saint-Bérain,,,,,,,,,,,,,,,,,,,,,,,,,,,
43172,Saint-Bonnet-le-Froid,93,228,19184,,,,,,,,,,,,,,,,,,,,,,,,
43173,Saint-Christophe-d'Allier,,,,,,,,,,,,,,,,,,,,,,,,,,,
43174,Saint-Christophe-sur-Dolaison,402,966,19499,,,,,,,,,,,,,,,,,,,,,,,,
43175,Saint-Cirgues,83,180,18881,,,,,,,,,,,,,,,,,,,,,,,,
43177,Saint-Didier-en-Velay,1412,3415,20985,47,7,,,,,,,,,73.4,65.0,3.0,5.4,26.8,8.3,4.8,2.5,1.2,1.1,-13.3,13277,31261,2.4
43178,Saint-Didier-sur-Doulon,99,191,16355,,,,,,,,,,,,,,,,,,,,,,,,
43180,Saint-Étienne-du-Vigan,,,,,,,,,,,,,,,,,,,,,,,,,,,
43181,Saint-Étienne-Lardeyrol,315,798,20661,,,,,,,,,,,,,,,,,,,,,,,,
43182,Saint-Étienne-sur-Blesle,,,,,,,,,,,,,,,,,,,,,,,,,,,
43183,Sainte-Eugénie-de-Villeneuve,50,96,19351,,,,,,,,,,,,,,,,,,,,,,,,
43184,Saint-Ferréol-d'Auroure,988,2536,23437,59,,,,,,,,,,74.9,68.6,2.1,4.2,26.8,11.2,3.0,2.1,0.5,0.4,-15.9,15212,35277,2.3
43185,Sainte-Florine,1508,3165,19232,40,15,,,,,,,,33,60.9,53.2,3.1,4.6,37.6,7.2,6.8,2.2,2.8,1.8,-12.5,11182,29723,2.7
43186,Saint-Front,194,409,17978,,,,,,,,,,,,,,,,,,,,,,,,
43187,Saint-Geneys-près-Saint-Paulien,123,307,18819,,,,,,,,,,,,,,,,,,,,,,,,
43188,Saint-Georges-d'Aurac,209,483,18804,,,,,,,,,,,,,,,,,,,,,,,,
43189,Saint-Georges-Lagricol,213,509,19605,,,,,,,,,,,,,,,,,,,,,,,,
43190,Saint-Germain-Laprade,1446,3720,21556,53,6,,,,,,,,,71.7,64.5,2.4,4.8,29.6,9.3,4.1,2.5,0.9,0.7,-14.7,14051,33952,2.4
43191,Saint-Géron,107,267,20114,,,,,,,,,,,,,,,,,,,,,,,,
43192,Saint-Haon,143,263,16545,,,,,,,,,,,,,,,,,,,,,,,,
43193,Saint-Hilaire,73,157,19601,,,,,,,,,,,,,,,,,,,,,,,,
43194,Saint-Hostien,286,664,20653,,,,,,,,,,,,,,,,,,,,,,,,
43195,Saint-Ilpize,99,202,17393,,,,,,,,,,,,,,,,,,,,,,,,
43196,Saint-Jean-d'Aubrigoux,93,184,17876,,,,,,,,,,,,,,,,,,,,,,,,
43197,Saint-Jean-de-Nay,158,369,17455,,,,,,,,,,,,,,,,,,,,,,,,
43198,Saint-Jean-Lachalm,133,295,16938,,,,,,,,,,,,,,,,,,,,,,,,
43199,Saint-Jeures,415,1004,18551,,,,,,,,,,,,,,,,,,,,,,,,
43200,Saint-Julien-Chapteuil,820,1816,20024,,,,,,,,,,,,,,,,,,,,,,,,
43201,Saint-Julien-d'Ance,118,270,17140,,,,,,,,,,,,,,,,,,,,,,,,
43202,Saint-Julien-des-Chazes,,,,,,,,,,,,,,,,,,,,,,,,,,,
43203,Saint-Julien-du-Pinet,198,480,19815,,,,,,,,,,,,,,,,,,,,,,,,
43204,Saint-Julien-Molhesabate,84,170,17175,,,,,,,,,,,,,,,,,,,,,,,,
43205,Saint-Just-Malmont,1660,4154,21148,49,7,,,,,,,,,74.4,67.5,3.2,3.6,26.4,8.8,4.5,2.6,1.0,0.9,-14.1,13342,31096,2.3
43206,Saint-Just-près-Brioude,181,427,18322,,,,,,,,,,,,,,,,,,,,,,,,
43207,Saint-Laurent-Chabreuges,112,259,23473,,,,,,,,,,,,,,,,,,,,,,,,
43208,Sainte-Marguerite,,,,,,,,,,,,,,,,,,,,,,,,,,,
43210,Saint-Martin-de-Fugères,101,227,17126,,,,,,,,,,,,,,,,,,,,,,,,
43211,Saint-Maurice-de-Lignon,1019,2561,20288,42,9,,,,,,,,,75.5,66.7,2.9,5.9,24.4,8.0,5.3,3.0,1.2,1.1,-13.2,12768,30738,2.4
43212,Saint-Pal-de-Chalencon,440,967,19778,,,,,,,,,,,,,,,,,,,,,,,,
43213,Saint-Pal-de-Mons,899,2321,20450,46,,,,,,,,,,77.4,68.6,2.5,6.3,23.8,8.1,4.8,2.8,1.1,0.9,-14.1,12982,30733,2.4
43214,Saint-Pal-de-Senouire,,,,,,,,,,,,,,,,,,,,,,,,,,,
43215,Saint-Paul-de-Tartas,99,204,17600,,,,,,,,,,,,,,,,,,,,,,,,
43216,Saint-Paulien,1018,2354,19922,42,13,,,,,,,,,66.7,57.0,2.6,7.2,31.4,9.8,5.4,2.5,1.7,1.2,-13.3,11805,32151,2.7
43217,Saint-Pierre-du-Champ,230,509,18550,,,,,,,,,,,,,,,,,,,,,,,,
43218,Saint-Pierre-Eynac,460,1155,21318,,,,,,,,,,,,,,,,,,,,,,,,
43219,Saint-Préjet-Armandon,48,113,16391,,,,,,,,,,,,,,,,,,,,,,,,
43220,Saint-Préjet-d'Allier,86,153,16388,,,,,,,,,,,,,,,,,,,,,,,,
43221,Saint-Privat-d'Allier,192,394,16846,,,,,,,,,,,,,,,,,,,,,,,,
43222,Saint-Privat-du-Dragon,80,169,16394,,,,,,,,,,,,,,,,,,,,,,,,
43223,Saint-Romain-Lachalm,421,1109,20602,,,,,,,,,,,,,,,,,,,,,,,,
43224,Sainte-Sigolène,2381,6052,19835,43,10,,16,13,,,,6,22,69.8,62.5,3.3,4.0,26.4,12.0,6.3,3.1,2.0,1.2,-14.5,12451,31525,2.5
43225,Saint-Vénérand,,,,,,,,,,,,,,,,,,,,,,,,,,,
43226,Saint-Vert,50,79,13937,,,,,,,,,,,,,,,,,,,,,,,,
43227,Saint-Victor-Malescours,300,816,21555,,,,,,,,,,,,,,,,,,,,,,,,
43228,Saint-Victor-sur-Arlanc,,,,,,,,,,,,,,,,,,,,,,,,,,,
43229,Saint-Vidal,229,603,20660,,,,,,,,,,,,,,,,,,,,,,,,
43230,Saint-Vincent,451,1054,20251,,,,,,,,,,,,,,,,,,,,,,,,
43231,Salettes,74,123,17665,,,,,,,,,,,,,,,,,,,,,,,,
43232,Salzuit,153,346,18509,,,,,,,,,,,,,,,,,,,,,,,,
43233,Sanssac-l'Église,434,1152,21411,,,,,,,,,,,,,,,,,,,,,,,,
43234,Saugues,805,1662,17930,,,,,,,,,,,,,,,,,,,,,,,,
43236,La Séauve-sur-Semène,570,1428,20475,,,,,,,,,,,,,,,,,,,,,,,,
43237,Sembadel,105,227,16918,,,,,,,,,,,,,,,,,,,,,,,,
43238,Séneujols,122,290,19933,,,,,,,,,,,,,,,,,,,,,,,,
43239,Siaugues-Sainte-Marie,362,778,17009,,,,,,,,,,,,,,,,,,,,,,,,
43240,Solignac-sous-Roche,99,236,19643,,,,,,,,,,,,,,,,,,,,,,,,
43241,Solignac-sur-Loire,517,1250,20238,,,,,,,,,,,,,,,,,,,,,,,,
43242,Tailhac,,,,,,,,,,,,,,,,,,,,,,,,,,,
43244,Tence,1337,3007,19009,38,11,,,,,,,,,64.7,52.2,2.7,9.8,33.1,11.0,5.1,2.4,1.6,1.1,-13.9,12235,31300,2.6
43245,Thoras,102,210,15764,,,,,,,,,,,,,,,,,,,,,,,,
43246,Tiranges,213,454,17644,,,,,,,,,,,,,,,,,,,,,,,,
43247,Torsiac,,,,,,,,,,,,,,,,,,,,,,,,,,,
43249,Valprivas,217,511,20513,,,,,,,,,,,,,,,,,,,,,,,,
43250,Vals-le-Chastel,,,,,,,,,,,,,,,,,,,,,,,,,,,
43251,Vals-près-le-Puy,1688,3384,20962,51,11,,,,,,,,23,60.1,52.5,2.1,5.6,38.5,12.7,5.1,1.6,2.2,1.3,-16.4,12162,38317,3.2
43252,Varennes-Saint-Honorat,,,,,,,,,,,,,,,,,,,,,,,,,,,
43253,Les Vastres,89,203,14776,,,,,,,,,,,,,,,,,,,,,,,,
43254,Vazeilles-Limandre,95,244,17648,,,,,,,,,,,,,,,,,,,,,,,,
43256,Venteuges,145,331,17397,,,,,,,,,,,,,,,,,,,,,,,,
43257,Vergezac,197,476,18620,,,,,,,,,,,,,,,,,,,,,,,,
43258,Vergongheon,843,1864,19710,,,,,,,,,,,,,,,,,,,,,,,,
43259,Vernassal,177,379,17748,,,,,,,,,,,,,,,,,,,,,,,,
43260,Le Vernet,,,,,,,,,,,,,,,,,,,,,,,,,,,
43261,Vézézoux,245,596,20776,,,,,,,,,,,,,,,,,,,,,,,,
43262,Vieille-Brioude,545,1250,21120,,,,,,,,,,,,,,,,,,,,,,,,
43263,Vielprat,,,,,,,,,,,,,,,,,,,,,,,,,,,
43264,Villeneuve-d'Allier,135,268,17936,,,,,,,,,,,,,,,,,,,,,,,,
43265,Les Villettes,504,1430,21112,,,,,,,,,,,,,,,,,,,,,,,,
43267,Vorey,670,1373,18542,,,,,,,,,,,,,,,,,,,,,,,,
43268,Yssingeaux,3218,7080,20374,43,11,,,14,,,,6,21,68.1,57.5,2.9,7.8,29.9,11.0,5.4,2.3,1.7,1.4,-14.4,12191,32519,2.7
44001,Abbaretz,781,2008,18177,34,14,,,,,,,,,71.5,59.5,4.3,7.7,24.3,8.5,7.5,4.2,1.8,1.5,-11.8,11262,27037,2.4
44002,Aigrefeuille-sur-Maine,1392,3836,22215,54,,,,,,,,,,85.1,78.3,2.9,4.0,18.7,6.6,4.5,2.9,0.9,0.7,-14.9,14594,32474,2.2
