IRIS,Libellé de l'IRIS,Commune ou ARM,Libellé commune ou ARM,Part des ménages fiscaux imposés (%),Taux de bas revenus déclarés au seuil de 60 % (%),1er quartile (€),Médiane (€),3e quartile (€),Écart inter-quartile rapporté à la médiane,1er décile (€),2e décile (€),3e décile (€),4e décile (€),6e décile (€),7e décile (€),8e décile (€),9e décile (€),Rapport interdécile D9/D1,S80/S20,Indice de Gini,Part des revenus d’activité (%),dont part des salaires et traitements (%),dont part des indemnités de chômage (%),dont part des revenus des activités non salariées (%),"Part des pensions, retraites et rentes (%)",Part des autres revenus (%),Note de précaution (voir onglet seuils)
IRIS,LIBIRIS,COM,LIBCOM,DEC_PIMP15,DEC_TP6015,DEC_Q115,DEC_MED15,DEC_Q315,DEC_EQ15,DEC_D115,DEC_D215,DEC_D315,DEC_D415,DEC_D615,DEC_D715,DEC_D815,DEC_D915,DEC_RD15,DEC_S80S2015,DEC_GI15,DEC_PACT15,DEC_PTSA15,DEC_PCHO15,DEC_PBEN15,DEC_PPEN15,DEC_PAUT15,DEC_NOTE15
031900102,Centre Moderne,03190,Moulins,51,24.6,12494,19286,27980,0.80,6246,10700,14116,16790,22438,25978,30409,40036,6.4,8.6,0.37,57.6,48.1,2.6,6.9,35.5,6.9,0
031900103,Les Gateaux,03190,Moulins,,,10580,17927,24436,0.77,4036,9324,13010,15362,20526,22820,26084,31470,7.8,8.8,0.33,68.5,63.5,3.1,1.9,29.7,1.8,0
031900104,Quartier Nord,03190,Moulins,39,40.3,7747,15138,22568,0.98,2418,6344,9402,12210,17740,20734,24582,31036,12.8,14.1,0.39,63.8,56.7,4.5,2.5,33.7,2.6,0
031900105,Decize Bourgogne,03190,Moulins,56,18.9,14212,20936,28040,0.66,7312,12736,15682,18000,23616,26650,29592,37646,5.1,6.7,0.33,65.7,58.2,2.0,5.5,30.6,3.7,0
031900106,Lyon Gare,03190,Moulins,55,24.0,13010,20764,29316,0.79,6824,10788,14774,17996,23900,27296,32164,41856,6.1,8.5,0.36,60.3,51.3,2.6,6.4,33.9,5.8,0
031900107,Quartier Sud Zone 1,03190,Moulins,,,7318,14215,21712,1.01,1654,5782,8626,11194,17140,20234,24056,29622,17.9,14.5,0.39,56.3,49.8,3.9,2.6,41.3,2.4,0
031900108,Quartier Sud Zone 2,03190,Moulins,29,54.4,3413,10798,18735,1.42,0,2254,4756,7674,14046,17320,20316,24530,,65.3,0.46,56.9,50.5,5.6,0.8,41.8,1.3,0
031900109,La Madeleine,03190,Moulins,52,22.8,13136,18960,25282,0.64,6828,11566,14528,16678,21446,23640,27532,34010,5.0,5.8,0.31,53.6,48.2,2.5,2.9,42.1,4.3,0
033100101,Hotel de Ville,03310,Vichy,45,34.4,8986,17440,26832,1.02,2570,7082,10570,14268,20460,24284,29828,39012,15.2,15.7,0.42,45.4,37.0,3.4,5.0,48.6,6.0,0
033100102,Marche,03310,Vichy,39,38.0,8202,15302,23084,0.97,462,6043,9614,12784,17836,21108,25704,32598,70.6,21.5,0.41,47.7,39.5,4.3,3.9,47.2,5.1,0
033100103,Deniere Les Romains,03310,Vichy,37,36.9,7825,15398,22505,0.95,1394,6224,9872,12988,17710,20926,24258,30474,21.9,15.7,0.39,60.1,52.4,4.6,3.1,36.6,3.3,0
033100104,Les Garets-Bellevue,03310,Vichy,,,12114,18624,25590,0.72,6119,10756,13785,16467,20861,23809,27636,34988,5.7,7.5,0.35,57.7,51.4,3.2,3.1,39.7,2.6,0
033100105,France et Rosieres,03310,Vichy,45,32.1,9308,17520,26419,0.98,1942,7332,11566,14960,20514,24832,29440,38700,19.9,16.4,0.41,58.0,48.4,3.9,5.8,38.1,3.8,0
033100106,Thermal-Vieux-Vican,03310,Vichy,57,18.4,14582,23520,34556,0.85,6976,12870,16360,19963,27360,31690,38957,54702,7.8,10.8,0.41,38.5,27.9,2.2,8.4,52.8,8.7,0
033100107,Les Bains-Republique,03310,Vichy,58,20.4,14194,22250,33552,0.87,6150,12036,15604,19032,25766,30700,38254,51012,8.3,10.1,0.39,40.7,32.1,2.2,6.4,52.1,7.2,0
033100108,Jeanne d'Arc-Stade,03310,Vichy,54,19.1,14198,20604,28254,0.68,8970,12604,15574,18498,23300,26450,30797,37144,4.1,5.8,0.31,49.4,43.3,3.2,2.9,44.5,6.1,0
033100109,Les Ailes,03310,Vichy,26,59.7,3414,9876,16712,1.35,0,1938,4770,7002,12396,15300,18494,22566,,64.2,0.46,45.1,38.2,5.5,1.4,53.0,1.9,0
033100110,Beausejour-Les Graves-Les Bartins,03310,Vichy,47,27.6,11564,17960,23978,0.69,6230,10128,13168,15630,19936,22732,25708,31776,5.1,6.4,0.31,48.0,42.2,3.6,2.2,48.6,3.4,0
033210101,Centre Ville,03321,Yzeure,59,15.1,15712,21606,29326,0.63,8834,14172,16956,19226,24046,27310,31040,38158,4.3,5.6,0.31,57.9,51.7,2.2,4.0,38.1,4.0,0
033210102,Bellevue Les Ozieres,03321,Yzeure,62,14.4,15750,21266,28784,0.61,10268,14550,16784,19116,23724,26844,30720,37428,3.6,4.6,0.28,58.4,54.0,2.0,2.4,38.4,3.2,0
033210103,Bataillots,03321,Yzeure,50,26.4,11640,19178,25572,0.73,2954,9384,13622,16794,21404,24120,27834,33192,11.2,10.4,0.34,62.3,54.4,3.2,4.7,35.0,2.7,0
033210104,Saint-Bonnet,03321,Yzeure,66,11.5,17228,22330,30010,0.57,11576,15576,18298,20446,24522,27924,32144,38734,3.3,4.4,0.28,55.0,49.5,2.1,3.5,41.0,3.9,0
033210105,Zone Verte,03321,Yzeure,,,18378,23788,30962,0.53,14326,17174,19402,21626,25948,28390,33522,40746,2.8,3.3,0.24,53.9,46.3,1.4,6.2,41.1,5.0,0
040700101,Les Arches,04070,Digne-les-Bains,53,23.1,12920,19460,26566,0.70,6910,11410,14408,16944,21668,24352,28284,35896,5.2,6.4,0.32,65.6,59.6,2.6,3.4,29.5,4.9,0
040700102,Les Dourbes,04070,Digne-les-Bains,40,41.1,7678,15026,24042,1.09,1246,6087,9312,12020,18250,21930,27058,34050,27.3,20.0,0.43,57.8,48.6,3.8,5.4,37.2,5.0,0
040700103,Peripherie Ouest,04070,Digne-les-Bains,64,19.4,14624,22948,31490,0.73,7100,12522,16532,20102,25732,29272,33856,45074,6.3,8.2,0.36,58.3,47.5,2.3,8.5,34.6,7.1,0
040700104,La Sebe,04070,Digne-les-Bains,49,26.2,12041,18850,25868,0.73,6774,10780,13676,16162,21246,24436,27606,32906,4.9,6.3,0.31,57.1,51.0,3.0,3.1,38.6,4.3,0
040700105,Route de Marseille,04070,Digne-les-Bains,60,23.0,13332,20228,27818,0.72,7674,11330,15010,18032,22568,25842,30294,36862,4.8,5.7,0.30,58.0,51.1,3.3,3.6,37.2,4.8,0
040700106,Route de Nice,04070,Digne-les-Bains,,,17242,24090,31272,0.58,10432,15210,18736,21398,26626,29540,33100,40410,3.9,4.8,0.28,58.2,50.1,2.1,5.9,36.1,5.8,0
040700107,Centre Ville,04070,Digne-les-Bains,30,50.0,5418,12272,19368,1.14,0,4199,6762,9328,14682,17154,21680,27796,,33.4,0.44,59.3,50.5,4.9,3.9,34.9,5.8,0
040700108,Ville Nord,04070,Digne-les-Bains,48,26.4,11784,18968,26944,0.80,4720,9848,13330,16218,21570,25004,29046,37730,8.0,10.1,0.37,51.8,43.5,2.4,5.9,42.0,6.2,0
041120101,Manosque Intra-Muros,04112,Manosque,27,50.2,6512,12255,18868,1.01,1158,5190,7668,10000,14530,17254,20746,25558,22.1,18.9,0.42,65.5,56.5,7.2,1.9,29.9,4.5,0
041120102,La Burliere Luquece,04112,Manosque,42,35.0,10136,15973,23348,0.83,3710,8222,11428,13432,18570,21402,26008,33430,9.0,10.3,0.37,58.1,52.8,3.2,2.1,38.4,3.5,0
041120103,Temps Perdu La Trinque,04112,Manosque,44,37.8,8888,15584,24540,1.00,3600,7496,10240,12770,18492,22298,27078,34808,9.7,11.6,0.40,49.9,42.9,3.4,3.6,42.0,8.1,0
041120104,Les Chauvinets,04112,Manosque,56,21.6,13530,20522,29010,0.75,8276,11846,15262,18076,24144,26914,31860,39684,4.8,7.0,0.36,55.4,45.7,2.6,7.1,38.2,6.4,0
041120105,Seminaire Colombier,04112,Manosque,59,18.1,14808,22950,31946,0.75,8174,12862,16478,19098,26186,29910,34958,45804,5.6,12.9,0.51,44.5,39.7,1.7,3.1,24.9,30.6,0
041120106,Montee des Richesses Saint-Lazare,04112,Manosque,54,20.7,13676,20954,28330,0.70,7218,12056,15192,18216,23258,26494,30778,40082,5.6,6.5,0.33,58.8,52.0,3.1,3.7,29.6,11.6,0
041120107,Les Ponches Les Naves,04112,Manosque,35,54.2,6092,11362,19642,1.19,2066,5138,7158,9020,13988,17646,22040,29164,14.1,15.3,0.43,56.6,49.0,5.9,1.7,38.2,5.2,0
041120108,Saint-Pancrace Les Serrets,04112,Manosque,,,16600,24200,33366,0.69,11644,15042,18166,20916,27710,31260,35876,43232,3.7,4.8,0.30,56.8,50.4,1.9,4.5,32.4,10.8,0
041120109,Peripherie,04112,Manosque,60,18.7,14650,22326,32650,0.81,8800,12986,16344,19494,25742,30224,36518,45254,5.1,6.9,0.35,63.5,53.5,2.7,7.3,26.3,10.2,0
050230102,Grande Boucle,05023,Briançon,,,12498,18592,25172,0.68,6802,11088,13730,15900,20806,23770,27342,35320,5.2,7.3,0.35,60.5,48.9,4.4,7.2,34.7,4.8,0
050230103,Republique-Sainte Catherine,05023,Briançon,54,19.2,13910,19622,26450,0.64,8344,12500,14972,17334,22132,24952,28230,36398,4.4,5.5,0.31,63.8,55.6,3.6,4.5,30.2,6.1,0
050230104,Briancon Nord,05023,Briançon,61,18.2,14596,20454,27860,0.65,9176,13204,15808,18348,23038,26012,30146,37476,4.1,5.7,0.33,63.7,52.8,3.7,7.2,30.1,6.2,0
050230105,Briancon Sud,05023,Briançon,55,21.6,13582,19554,25748,0.62,7990,11876,15050,17594,21944,24330,27870,34600,4.3,5.3,0.30,68.7,59.6,3.7,5.4,26.5,4.8,0
050610101,Gap Centre,05061,Gap,35,39.4,8216,14770,21678,0.91,3190,6820,9908,12566,17296,20260,23384,29754,9.3,12.1,0.40,68.7,58.1,5.7,4.9,26.6,4.7,0
050610102,Couronne,05061,Gap,51,22.8,13028,19362,27468,0.75,6590,10936,14364,16680,21966,25370,30158,38778,5.9,7.2,0.34,52.3,43.6,3.6,5.0,39.6,8.2,0
050610103,Puymaure Chabanas,05061,Gap,60,16.3,15030,21640,30376,0.71,9684,13544,16254,18896,24522,28046,33458,42432,4.4,5.8,0.33,62.1,52.8,3.0,6.4,31.4,6.4,0
050610104,Peripherie Nord,05061,Gap,66,9.5,16848,23716,33066,0.68,12486,15624,18260,20956,26152,30446,36134,47526,3.8,5.3,0.33,65.3,51.4,2.3,11.7,24.1,10.5,0
050610105,La Gare,05061,Gap,50,23.4,12570,19012,26402,0.73,6744,11244,14044,17084,21752,24976,28706,36558,5.4,6.5,0.33,53.3,46.3,3.2,3.7,40.5,6.3,0
050610106,Rochasson Bonneval,05061,Gap,45,37.5,8226,16440,24228,0.97,3724,6488,9896,13460,19002,22390,26318,35174,9.4,12.1,0.39,58.8,50.9,4.3,3.6,35.6,5.6,0
050610107,Villarobert Saint-Michel,05061,Gap,50,27.1,11452,17540,24552,0.75,6366,10354,13278,15388,19814,22958,26766,32214,5.1,7.2,0.35,60.2,54.6,2.7,2.8,31.6,8.3,0
050610108,Les Fauvins Treschatel,05061,Gap,50,27.1,11717,19622,28292,0.84,4934,9178,13508,16434,22434,25660,30634,37864,7.7,10.6,0.39,61.9,52.7,2.8,6.4,29.6,8.5,0
050610109,Saint-Marguerite Saint-Jean,05061,Gap,64,14.6,16507,23660,32448,0.67,9462,14410,18174,21138,26434,30454,35884,45448,4.8,6.1,0.33,63.0,50.9,2.2,10.0,28.9,8.0,0
050610110,Molines,05061,Gap,46,30.9,10864,17600,24630,0.78,5468,9426,11988,14472,19940,22786,26774,34716,6.3,8.3,0.36,51.6,44.5,3.2,3.9,43.1,5.3,0
050610111,Beauregard,05061,Gap,52,28.1,11114,18056,25130,0.78,5698,9176,12936,15762,20936,23456,27076,33012,5.8,6.9,0.32,57.8,50.2,3.5,4.1,39.5,2.7,0
050610112,Villeneuve,05061,Gap,57,16.7,14668,20258,27534,0.64,9438,13254,15718,17804,22748,25760,29678,37230,3.9,5.0,0.30,52.0,45.4,3.3,3.3,43.2,4.8,0
050610113,Serrebourges Fontreyne,05061,Gap,56,18.6,14680,20554,26878,0.59,8616,12922,15966,18408,23066,25370,28626,34460,4.0,5.1,0.29,55.0,48.7,2.9,3.4,40.8,4.2,0
050610114,Belleaureille Saint-Roch,05061,Gap,62,12.8,16094,21476,27986,0.55,11054,14500,17120,19590,23644,26350,30260,36846,3.3,4.4,0.28,65.2,57.7,2.8,4.6,30.5,4.4,0
050610115,Les Cedres Tournefave,05061,Gap,48,34.4,9288,17410,24968,0.90,3254,7828,10868,14234,20178,23182,27374,33960,10.4,11.1,0.38,55.0,47.8,3.6,3.6,39.8,5.2,0
050610116,Les Essagnieres,05061,Gap,60,15.1,15152,21420,27634,0.58,9638,13988,16408,18986,24130,26348,29686,37344,3.9,4.8,0.29,67.3,59.7,2.6,5.0,27.7,5.0,0
050610201,Romette Commune Associee,05061,Gap,63,13.5,15582,21152,29100,0.64,11284,14466,17030,19412,23810,27372,31544,39408,3.5,4.5,0.29,63.6,54.6,2.6,6.4,30.6,5.8,0
060040101,Les Trois Moulins,06004,Antibes,57,24.6,12596,20925,30192,0.84,5154,10672,14434,18834,23768,28434,32578,39880,7.7,9.2,0.36,78.1,69.8,3.3,5.0,15.7,6.2,0
060040102,Les Semboules,06004,Antibes,67,11.5,16854,24035,32132,0.64,11362,15282,18333,21340,26943,29864,34380,41482,3.7,4.7,0.29,71.4,65.2,2.7,3.5,24.5,4.1,0
060040103,Le Cap,06004,Antibes,,,18200,29460,44502,0.89,11210,15806,20610,24048,33442,40596,54086,77436,6.9,10.4,0.44,43.1,31.0,2.0,10.2,31.0,25.8,0
060040104,Les Cougoulins-Rastines,06004,Antibes,72,10.5,18364,27482,38828,0.74,12016,16177,19854,23870,31291,35942,43044,56764,4.7,6.1,0.34,65.2,52.4,2.6,10.3,24.4,10.3,0
060040105,La Constance-Le Puy,06004,Antibes,71,11.0,17682,26868,40824,0.86,11722,16166,20066,23420,31140,37946,44420,57984,4.9,6.4,0.35,59.8,51.0,2.6,6.2,30.0,10.2,0
060040106,Les Groules-Les Breguieres,06004,Antibes,65,17.4,15690,23648,34526,0.80,9398,13508,17456,20428,27330,32120,37360,45944,4.9,6.5,0.34,65.4,57.6,2.4,5.5,27.1,7.4,0
060040107,Azurville-Val Claret,06004,Antibes,57,23.8,12760,20084,28849,0.80,6758,11096,14102,17125,22694,26606,31608,39486,5.8,7.1,0.34,69.9,62.1,4.0,3.8,25.1,5.0,0
060040108,La Fontonne,06004,Antibes,61,22.4,13360,20773,29250,0.76,7406,11394,15034,18202,23516,26938,31518,40610,5.5,6.8,0.33,70.6,63.5,3.3,3.8,26.1,3.3,0
060040109,Les Combes,06004,Antibes,62,15.9,15670,22661,31290,0.69,9452,14062,17012,19536,25618,29190,33554,40810,4.3,5.4,0.30,75.4,68.6,3.6,3.2,21.0,3.6,0
060040110,Rabiac-La Paganne,06004,Antibes,70,13.2,16484,24334,35012,0.76,10180,14988,18226,21426,28466,33302,38184,48314,4.7,5.6,0.32,62.2,54.8,2.4,4.9,31.1,6.8,0
060040111,La Colle,06004,Antibes,58,22.2,13416,21576,31640,0.84,8072,11544,15408,18144,24742,28930,34728,43488,5.4,7.1,0.35,51.3,43.4,3.3,4.6,41.3,7.4,0
060040112,Les Prugnons,06004,Antibes,67,12.2,17115,24464,33034,0.65,10788,15252,18460,21532,27020,31000,35148,42930,4.0,5.0,0.29,64.2,57.0,2.8,4.4,30.1,5.7,0
060040114,Lagare,06004,Antibes,57,21.8,13538,20776,30300,0.81,7008,11374,14596,17610,23835,27730,32984,42908,6.1,7.9,0.36,55.6,48.2,2.8,4.6,37.0,7.4,0
060040115,Vieille Ville,06004,Antibes,46,31.5,10540,17386,27258,0.96,4944,8804,11902,14636,20534,24684,30600,42190,8.5,11.3,0.41,61.2,51.6,3.7,5.9,28.6,10.2,0
060040116,Les Bastides,06004,Antibes,63,17.8,15152,22154,29880,0.66,8660,13258,17026,19740,24878,28180,32402,38774,4.5,5.4,0.29,74.3,66.8,3.4,4.2,22.3,3.3,0
060040117,Fontmerle,06004,Antibes,67,14.3,17114,25054,35440,0.73,9686,15220,18700,21506,28204,32760,38094,48804,5.0,6.2,0.33,63.7,54.6,2.4,6.6,28.6,7.8,0
060040118,Laval,06004,Antibes,60,19.3,14638,22421,32360,0.79,8466,12568,16312,19218,25598,29692,35724,45822,5.4,6.8,0.34,57.7,49.9,3.5,4.4,35.6,6.6,0
060040119,l'Estagnol,06004,Antibes,66,11.6,17296,23554,32708,0.65,11498,15552,18556,21178,26542,30228,35968,45512,4.0,5.7,0.34,74.0,66.4,2.7,4.9,20.8,5.2,0
060040120,Saint-Jean,06004,Antibes,60,18.3,14841,21662,31753,0.78,8458,12922,16296,18544,25070,29540,34850,44832,5.3,6.8,0.35,55.2,47.1,2.8,5.2,37.8,7.1,0
060040121,La Badine,06004,Antibes,65,15.3,15738,24690,35992,0.82,8552,13914,17368,21068,28146,33732,39572,52410,6.1,7.0,0.35,53.2,45.5,2.5,5.2,37.1,9.7,0
060040122,Saint-Maymes-Lauvert,06004,Antibes,66,14.8,16566,26226,40380,0.91,9570,14504,18722,22608,30566,36800,44586,58596,6.1,9.4,0.42,62.7,49.6,2.9,10.3,25.3,11.9,0
060040123,Place de Gaulle,06004,Antibes,57,23.2,12926,20050,29742,0.84,6472,11168,14304,17144,23222,27372,32596,42004,6.5,7.9,0.36,52.3,46.2,2.6,3.5,40.1,7.6,0
060040124,Ponteil,06004,Antibes,61,21.6,13506,22984,35256,0.95,6594,11610,15506,18974,26852,32116,39044,50582,7.7,9.8,0.39,46.7,39.0,2.6,5.2,42.2,11.0,0
060040125,Juan Les Pins-Gallice,06004,Antibes,52,29.8,10780,18404,28986,0.99,5062,9200,12366,15412,22168,26292,31962,42528,8.4,12.0,0.43,48.9,40.3,3.3,5.3,40.7,10.4,0
060040126,Pont du Lys-Antibes Les Pins,06004,Antibes,53,26.5,11888,18800,27374,0.82,5370,10360,13508,16094,21546,25370,30196,39696,7.4,8.6,0.36,62.0,54.6,4.6,2.8,31.8,6.2,0
060120101,Beausoleil Superieur,06012,Beausoleil,67,17.8,15282,22940,33994,0.82,8760,13482,16740,20324,26816,31392,37700,47114,5.4,7.8,0.38,71.7,65.6,3.3,2.8,22.8,5.5,0
060120102,Tenao Inferieur,06012,Beausoleil,58,24.5,12446,19288,28928,0.85,7152,11034,13446,16334,22132,25798,31892,42080,5.9,8.1,0.38,72.8,67.2,3.5,2.1,22.4,4.8,0
060120103,Moneghetti Ouest,06012,Beausoleil,59,18.6,14050,19250,28170,0.73,9300,12596,14820,17192,22550,26250,30186,36382,3.9,4.9,0.30,77.1,73.5,2.2,1.4,20.2,2.7,0
060120104,Moneghetti Est,06012,Beausoleil,62,17.6,14228,21306,30080,0.74,9646,12914,15528,18182,23942,27589,33206,42056,4.4,6.0,0.34,77.1,72.7,2.8,1.6,19.4,3.5,0
060120105,Centre,06012,Beausoleil,59,23.9,12710,19450,28274,0.80,7458,11078,14174,16746,22142,25850,30398,40000,5.4,8.0,0.37,73.1,67.2,3.0,2.9,21.8,5.1,0
060270101,Le Centre-Le Haut de Cagnes,06027,Cagnes-sur-Mer,50,30.1,10886,17962,26340,0.86,5588,9162,12246,14986,20556,23644,28724,35386,6.3,8.0,0.35,63.2,55.7,3.9,3.5,31.9,5.0,0
060270102,La Gare,06027,Cagnes-sur-Mer,50,26.5,11874,17906,25010,0.73,6448,10418,13224,15616,20504,23432,26750,32732,5.1,6.0,0.31,76.4,68.6,4.7,3.1,21.4,2.2,0
060270103,l'Hubac,06027,Cagnes-sur-Mer,58,22.3,13168,21122,31318,0.86,7906,11600,14510,17728,23802,28794,34202,43452,5.5,7.4,0.36,61.1,53.5,3.6,4.0,31.3,7.6,0
060270104,Saint-Jean,06027,Cagnes-sur-Mer,67,13.5,16858,24908,35910,0.76,11390,15132,18488,21842,28272,33440,38734,48462,4.3,5.7,0.33,66.9,57.1,3.3,6.5,24.7,8.4,0
060270105,Saint-Veran,06027,Cagnes-sur-Mer,66,15.3,16294,24818,36334,0.81,8680,14598,18038,21514,28352,33628,40416,52904,6.1,7.5,0.36,61.6,51.5,2.4,7.6,31.0,7.5,0
060270107,Juin-Kennedy,06027,Cagnes-sur-Mer,56,23.6,12778,20056,27954,0.76,6540,11198,14440,17134,22612,25910,30002,36736,5.6,6.9,0.33,47.0,41.0,3.4,2.6,47.8,5.2,0
060270108,Le Cros de Cagnes,06027,Cagnes-sur-Mer,57,19.9,13700,20454,27888,0.69,6650,12350,15268,17758,22960,26178,30454,38656,5.8,6.7,0.33,44.5,38.2,3.1,3.2,48.1,7.4,0
060270109,Les Vespins,06027,Cagnes-sur-Mer,65,13.6,16560,24082,32924,0.68,10498,15038,18132,21234,27292,31278,35838,44172,4.2,5.8,0.32,50.9,44.3,3.0,3.6,40.5,8.6,0
060270110,Breguieres Sud,06027,Cagnes-sur-Mer,65,12.8,16372,23052,32164,0.69,10912,15048,17672,20508,25882,29470,35192,44178,4.0,5.1,0.31,58.2,50.5,2.6,5.0,34.5,7.4,0
060270111,Breguieres Nord,06027,Cagnes-sur-Mer,65,16.5,15748,24158,33532,0.74,8726,13814,17288,20716,27538,31522,35722,46992,5.4,6.4,0.33,65.8,56.9,2.9,6.0,28.5,5.7,0
060270112,Le Nord-Est,06027,Cagnes-sur-Mer,71,10.5,17840,26024,36090,0.70,12126,16482,19828,22912,29540,33098,40462,53002,4.4,5.9,0.34,67.2,58.0,2.6,6.6,22.4,10.4,0
060270113,Les Gros Buaux,06027,Cagnes-sur-Mer,67,11.6,17386,24654,33276,0.64,11678,15400,18848,21520,27504,31226,36090,43750,3.7,5.4,0.32,66.1,57.7,2.7,5.7,27.4,6.5,0
060270114,Les Colettes,06027,Cagnes-sur-Mer,60,17.4,14674,22540,32358,0.78,8992,13200,16496,19640,25890,29278,35226,45442,5.1,6.6,0.35,60.2,53.2,2.8,4.1,32.1,7.8,0
060270115,Le Nord-Ouest,06027,Cagnes-sur-Mer,,,17626,26060,37882,0.78,11558,15950,19276,22850,30226,35776,41244,52122,4.5,6.1,0.34,67.3,56.7,2.7,7.9,23.2,9.5,0
060270116,Le Village du Cros,06027,Cagnes-sur-Mer,55,20.0,13640,20486,28106,0.71,7120,12310,15110,17832,22988,26110,30448,37868,5.3,6.3,0.32,44.6,37.2,3.1,4.3,48.4,7.0,0
060270117,Rn7,06027,Cagnes-sur-Mer,57,20.9,14100,20898,28122,0.67,7950,11830,15664,18192,23484,26438,30066,37984,4.8,5.9,0.31,53.6,46.9,3.0,3.7,41.6,4.8,0
060290101,Moure Rouge,06029,Cannes,63,18.9,15296,25404,41472,1.03,6600,12958,17014,20582,29896,37338,47314,68712,10.4,14.3,0.46,29.6,22.7,1.9,5.0,46.1,24.3,0
060290102,La Source,06029,Cannes,59,20.7,13922,22356,32940,0.85,6478,11892,15506,18808,25748,30138,36736,47598,7.3,9.3,0.39,32.9,25.6,2.8,4.4,55.0,12.2,0
060290103,La Californie,06029,Cannes,67,18.6,15336,26578,43940,1.08,7146,13042,17700,21932,32426,39768,49310,76970,10.8,15.7,0.50,34.3,27.1,1.9,5.3,41.2,24.5,0
060290104,Montfleury,06029,Cannes,61,19.7,14308,22688,34936,0.91,7656,12438,15772,19108,26076,31254,38002,54576,7.1,11.1,0.45,47.5,37.8,2.8,6.9,35.7,16.8,0
060290105,La Peyriere,06029,Cannes,55,22.8,13140,19696,28938,0.80,5786,11006,14514,16938,23206,26606,30994,41202,7.1,8.2,0.36,63.2,53.9,4.5,4.8,29.5,7.3,0
060290106,Terrefial,06029,Cannes,65,18.8,14558,27114,46250,1.17,7478,12932,17238,22152,32204,41272,54126,79608,10.6,15.9,0.50,40.5,31.4,2.3,6.8,35.1,24.4,0
060290107,Camp Long,06029,Cannes,55,24.0,12548,19714,29772,0.87,6602,11124,13832,16843,23182,26974,33884,44606,6.8,8.8,0.39,55.6,46.0,4.1,5.5,36.3,8.1,0
060290108,Carnot,06029,Cannes,44,36.1,9118,15990,23680,0.91,4014,7688,10508,13362,18610,21708,26292,33314,8.3,10.3,0.38,63.1,52.6,5.9,4.5,32.9,4.1,0
060290109,Saint-Nicolas,06029,Cannes,48,34.5,9958,16594,25744,0.95,4246,8426,11326,13924,19658,23110,29306,40352,9.5,11.9,0.42,60.4,49.7,5.1,5.6,29.7,9.9,0
060290110,Gare,06029,Cannes,51,33.1,9882,17180,29652,1.15,3326,8224,11518,14202,21450,26240,33608,48244,14.5,18.5,0.47,41.9,34.4,3.7,3.8,40.8,17.3,0
060290111,Croisette-Palm-Beach,06029,Cannes,58,26.0,12058,22078,37862,1.17,4424,10020,13930,17554,26677,33192,44536,65290,14.8,21.3,0.53,31.7,24.8,2.3,4.6,41.7,26.6,0
060290112,Petit-Juas,06029,Cannes,54,28.2,11210,19040,30136,0.99,5600,9686,12814,16036,22480,27410,33531,45308,8.1,11.1,0.43,51.8,41.8,3.3,6.7,38.0,10.2,0
060290113,Vallergues,06029,Cannes,61,20.2,14062,22154,33542,0.88,7476,12188,15690,18678,25630,30010,36824,47814,6.4,8.3,0.38,53.9,44.2,3.1,6.7,36.9,9.1,0
060290114,Broussailles,06029,Cannes,55,23.7,12780,20384,30432,0.87,6756,11060,14704,17510,24284,28030,33440,45542,6.7,8.6,0.38,59.9,50.2,3.6,6.1,31.9,8.2,0
060290115,Tassigny,06029,Cannes,56,25.1,12254,20274,28796,0.82,6056,10646,13964,16772,22962,26618,31644,40682,6.7,8.3,0.36,59.6,50.2,4.7,4.7,32.5,7.9,0
060290116,Stanislas,06029,Cannes,46,33.7,10066,16896,26802,0.99,4616,8666,11314,13720,20206,24172,31848,48170,10.4,15.0,0.49,47.2,39.2,4.2,3.8,34.8,18.0,0
060290117,Le Vieux Port-Les Iles,06029,Cannes,,,10878,17800,29012,1.02,5174,9750,12278,14764,21128,25420,34280,45680,8.8,12.7,0.45,43.2,35.4,3.3,4.5,39.1,17.7,0
060290118,Le Grand Jas,06029,Cannes,42,34.4,10092,16220,22770,0.78,5128,8786,11224,13748,18448,21244,25014,31300,6.1,8.2,0.35,63.1,55.1,4.4,3.5,32.0,5.0,0
060290119,Le Riou,06029,Cannes,53,25.6,12060,19708,29722,0.90,6970,10602,14230,16744,23032,27150,33088,48362,6.9,9.5,0.41,52.8,45.1,3.6,4.2,36.0,11.1,0
060290120,Croix des Gardes,06029,Cannes,62,17.0,15141,22450,32674,0.78,8678,13504,16357,19266,25546,30331,36048,47334,5.5,7.1,0.36,72.4,61.4,3.5,7.6,21.3,6.2,0
060290121,Pierre Longue,06029,Cannes,66,15.5,16396,25634,39954,0.92,9464,14480,17806,21412,30464,36536,46196,67804,7.2,10.3,0.44,41.7,32.1,2.5,7.1,40.5,17.8,0
060290122,Font de Veyre,06029,Cannes,61,19.1,14162,22782,34182,0.88,8156,12614,15954,18940,26046,30630,37468,49768,6.1,8.2,0.39,53.0,44.0,2.5,6.5,34.5,12.5,0
060290123,Saint-Joseph,06029,Cannes,49,27.1,11844,17996,25104,0.74,6554,10442,13042,15250,20348,23322,27212,33528,5.1,6.4,0.32,61.5,54.5,4.5,2.6,34.1,4.3,0
